ERR164479	0.272449416257723
ERR164480	0.102161106017976
ERR164484	0.067684118180399
ERR164473	0.192382229309783
ERR164487	0.143882415685141
ERR164489	0.238536709373153
ERR164491	0.197915931917946
ERR164492	0.29400618930438
ERR164493	0.170026391672846
ERR164495	0.157551223117167
ERR164496	0.158757980162257
ERR164497	0.172602263243965
ERR164498	0.202212658411821
ERR164499	0.269244705984863
ERR164475	0.129298416380332
ERR164477	0.494412740733292
ERR164509	0.319601410217033
ERR164510	0.16798431208203
ERR164511	0.280542183015505
ERR164513	0.143910718280447
ERR164514	0.142052820682371
ERR164516	0.0818443741487726
ERR164500	0.193518397185531
ERR164518	0.130542839416202
ERR164519	0.113674287138095
ERR164520	0.217740408609458
ERR164522	0.180670398230154
ERR164525	0.214712075713429
ERR164526	0.209057901902994
ERR164528	0.306401971924964
ERR164530	0.165346921951093
ERR164534	0.144639835867965
ERR164535	0.215633310829701
ERR164536	0.0898165445441473
ERR164537	0.128801176227442
ERR164539	0.148951271221053
ERR164541	0.188082315343617
ERR164544	0.204136416567142
ERR164546	0.250283425770305
ERR164547	0.150032689743426
ERR164504	0.151557545918637
ERR164505	0.20197999556906
ERR164506	0.107017227622959
ERR164507	0.354756970925794
ERR164481	0.254129971990843
ERR164482	0.155241771247978
ERR164483	0.205467608401377
ERR164485	0.203114085144708
ERR164486	0.179276743025727
ERR164474	0.117314830655683
ERR164488	0.0995619041420106
ERR164490	0.0913232473249935
ERR164494	0.103741632064819
ERR164476	0.188304644889953
ERR164478	0.128471369954006
ERR164508	0.199251527137356
ERR164512	0.0692737276040928
ERR164515	0.168683834129603
ERR164501	0.162716148280131
ERR164517	0.141220504905224
ERR164521	0.239242644503672
ERR164523	0.0700080784046717
ERR164524	0.275540008734464
ERR164502	0.271442689441685
ERR164527	0.292264119688018
ERR164529	0.344887863887247
ERR164531	0.179510395838854
ERR164532	0.310625142922657
ERR164533	0.247163076022715
ERR164503	0.193201475923203
ERR164538	0.24819212170168
ERR164540	0.21841203096758
ERR164542	0.151498557856754
ERR164543	0.178228835794156
ERR164545	0.199289005359401
ERR164548	0.0982717265021938
ERR164549	0.163978355351294
ERR164550	0.214122329895969
ERR164559	0.0850308485079768
ERR164560	0.239732129783209
ERR164561	0.210723098278106
ERR164563	0.218042969636458
ERR164565	0.12488042091224
ERR164566	0.128452980991558
ERR164567	0.161954375097772
ERR164568	0.0923424741491091
ERR164551	0.436856323339535
ERR164569	0.325165129862547
ERR164570	0.194757667000883
ERR164571	0.234706559179083
ERR164573	0.118944831155936
ERR164574	0.221445634645541
ERR164577	0.209953198990429
ERR164578	0.119024756119232
ERR164552	0.224782063909803
ERR164579	0.1777285468422
ERR164580	0.309126052310708
ERR164582	0.122219831000457
ERR164583	0.147551743396573
ERR164584	0.181833330124717
ERR164585	0.252714386633617
ERR164554	0.268915524626837
ERR164556	0.0956180375845756
ERR164558	0.413486496918494
ERR062334	0.192698614847656
ERR164590	0.0526712355403099
ERR164591	0.232444013619831
ERR164593	0.145709679912131
ERR164594	0.27966355329962
ERR164595	0.258314981592139
ERR164597	0.0682259247378674
ERR164599	0.0634126941805626
ERR164600	0.194396214315013
ERR164601	0.143725312304435
ERR164602	0.22578420277604
ERR164603	0.122342396509317
ERR164604	0.205819387170687
ERR164605	0.0325571115142024
ERR164606	0.337394805352885
ERR164607	0.175631258974912
ERR164608	0.364131228201559
ERR164609	0.109284224578407
ERR164610	0.0857942274813166
ERR164611	0.321324456226956
ERR062335	0.132500227235293
ERR062336	0.231603090976315
ERR164612	0.220335114666542
ERR164613	0.0880156262568819
ERR164614	0.0774563155260406
ERR164615	0.180591622735173
ERR164616	0.0734004161983649
ERR164617	0.0649267780558477
ERR164618	0.0926264132587943
ERR164619	0.136555703752612
ERR164620	0.0872771530031268
ERR164621	0.225420437745014
ERR062337	0.260129026049364
ERR164622	0.209654045776963
ERR164623	0.192361344308018
ERR164624	0.176169248228844
ERR164625	0.0755519498990239
ERR164626	0.144691173890783
ERR164627	0.0355880042217478
ERR164628	0.219999913216499
ERR164629	0.205251216056843
ERR164630	0.18527675935383
ERR164631	0.10751795610983
ERR164632	0.0898762356408647
ERR164633	0.24928318648742
ERR164634	0.141657519476232
ERR062338	0.267389423669781
ERR164587	0.187713224973479
ERR164588	0.0757875544033881
ERR164589	0.46642743152406
